"group_id"	"tissue_fov"	"IT.Treatment.before.collection"	"lasso_final"	"Source"
"RCC4-5_Pembrolizumab and Axitnib_NK cell_Tumor"	"RCC4-5"	"Pembrolizumab and Axitnib"	"NK cell"	"Tumor"
"RCC4-5_Pembrolizumab and Axitnib_Non-classical monocyte_Tumor"	"RCC4-5"	"Pembrolizumab and Axitnib"	"Non-classical monocyte"	"Tumor"
"RCC4-5_Pembrolizumab and Axitnib_Pelvic epithelium_Tumor"	"RCC4-5"	"Pembrolizumab and Axitnib"	"Pelvic epithelium"	"Tumor"
"RCC4-5_Pembrolizumab and Axitnib_Plasmacytoid dendritic cell_Tumor"	"RCC4-5"	"Pembrolizumab and Axitnib"	"Plasmacytoid dendritic cell"	"Tumor"
"RCC4-5_Pembrolizumab and Axitnib_Possibly Mid-Rep (Misc. Cells)_Tumor"	"RCC4-5"	"Pembrolizumab and Axitnib"	"Possibly Mid-Rep (Misc. Cells)"	"Tumor"
"RCC4-5_Pembrolizumab and Axitnib_Regulatory T cell_Tumor"	"RCC4-5"	"Pembrolizumab and Axitnib"	"Regulatory T cell"	"Tumor"
"RCC4-5_Pembrolizumab and Axitnib_Tumor_Tumor"	"RCC4-5"	"Pembrolizumab and Axitnib"	"Tumor"	"Tumor"
"RCC4-5_Pembrolizumab and Axitnib_Vasa recta endothelium_Tumor"	"RCC4-5"	"Pembrolizumab and Axitnib"	"Vasa recta endothelium"	"Tumor"
"RCC4-6_Pembrolizumab and Axitnib_B cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"B cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Capillary endothelium_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Capillary endothelium"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_CD8 T cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"CD8 T cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Collecting duct cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Collecting duct cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Fibroblast_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Fibroblast"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Intercalated Cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Intercalated Cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Intermediate monocyte_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Intermediate monocyte"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_M1 Macrophage (STAT1)_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"M1 Macrophage (STAT1)"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_M2 macrophage (CD163)_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"M2 macrophage (CD163)"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Myeloid DC_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Myeloid DC"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Myofibroblast_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Myofibroblast"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Naive B cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Naive B cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Naive CD4 T cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Naive CD4 T cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Naive T cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Naive T cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Neutrophil_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Neutrophil"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_NK cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"NK cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Plasmacytoid dendritic cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Possibly Mid-Rep (Misc. Cells)_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Possibly Mid-Rep (Misc. Cells)"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Regulatory T cell_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Regulatory T cell"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Tumor_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Tumor"	"Stroma"
"RCC4-6_Pembrolizumab and Axitnib_Vasa recta endothelium_Stroma"	"RCC4-6"	"Pembrolizumab and Axitnib"	"Vasa recta endothelium"	"Stroma"
"RCC4-7_Pembrolizumab and Axitnib_B cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"B cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Capillary endothelium_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Capillary endothelium"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_CD8 T cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"CD8 T cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Collecting duct cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Collecting duct cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Epithelial progenitor cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Epithelial progenitor cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Fibroblast_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Fibroblast"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_gdT cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"gdT cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Intermediate monocyte_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Intermediate monocyte"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_M1 Macrophage (STAT1)_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_M2 macrophage (CD163)_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"M2 macrophage (CD163)"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Mast cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Mast cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Myeloid DC_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Myeloid DC"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Myofibroblast_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Myofibroblast"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Naive B cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Naive B cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Naive CD4 T cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Naive CD4 T cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Naive T cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Naive T cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Neutrophil_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Neutrophil"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_NK cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"NK cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Plasmacytoid dendritic cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Plasmacytoid dendritic cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Possibly Mid-Rep (Misc. Cells)_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Possibly Mid-Rep (Misc. Cells)"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Proximal tubule_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Proximal tubule"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Regulatory T cell_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Regulatory T cell"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Tumor_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Tumor"	"Tumor"
"RCC4-7_Pembrolizumab and Axitnib_Vasa recta endothelium_Tumor"	"RCC4-7"	"Pembrolizumab and Axitnib"	"Vasa recta endothelium"	"Tumor"
"RCC4-8_Pembrolizumab and Axitnib_B cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"B cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Capillary endothelium_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Capillary endothelium"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_CD8 T cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"CD8 T cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Collecting duct cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Collecting duct cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Epithelial progenitor cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Epithelial progenitor cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Fibroblast_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Fibroblast"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_gdT cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"gdT cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Intermediate monocyte_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Intermediate monocyte"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_M1 Macrophage (STAT1)_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"M1 Macrophage (STAT1)"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_M2 macrophage (CD163)_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"M2 macrophage (CD163)"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Mast cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Mast cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Myeloid DC_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Myeloid DC"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Myofibroblast_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Myofibroblast"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Naive B cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Naive B cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Naive CD4 T cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Naive CD4 T cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Naive T cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Naive T cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Neutrophil_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Neutrophil"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_NK cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"NK cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Non-classical monocyte_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Non-classical monocyte"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Plasmacytoid dendritic cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Possibly Mid-Rep (Misc. Cells)_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Possibly Mid-Rep (Misc. Cells)"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Regulatory T cell_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Regulatory T cell"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Tumor_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Tumor"	"Stroma"
"RCC4-8_Pembrolizumab and Axitnib_Vasa recta endothelium_Stroma"	"RCC4-8"	"Pembrolizumab and Axitnib"	"Vasa recta endothelium"	"Stroma"
"RCC4-9_None_B cell_Tumor"	"RCC4-9"	"None"	"B cell"	"Tumor"
"RCC4-9_None_Capillary endothelium_Tumor"	"RCC4-9"	"None"	"Capillary endothelium"	"Tumor"
"RCC4-9_None_CD8 T cell_Tumor"	"RCC4-9"	"None"	"CD8 T cell"	"Tumor"
"RCC4-9_None_Collecting duct cell_Tumor"	"RCC4-9"	"None"	"Collecting duct cell"	"Tumor"
"RCC4-9_None_Epithelial progenitor cell_Tumor"	"RCC4-9"	"None"	"Epithelial progenitor cell"	"Tumor"
"RCC4-9_None_Fibroblast_Tumor"	"RCC4-9"	"None"	"Fibroblast"	"Tumor"
"RCC4-9_None_gdT cell_Tumor"	"RCC4-9"	"None"	"gdT cell"	"Tumor"
"RCC4-9_None_Glomerular endothelium_Tumor"	"RCC4-9"	"None"	"Glomerular endothelium"	"Tumor"
"RCC4-9_None_Intercalated Cell_Tumor"	"RCC4-9"	"None"	"Intercalated Cell"	"Tumor"
"RCC4-9_None_Intermediate monocyte_Tumor"	"RCC4-9"	"None"	"Intermediate monocyte"	"Tumor"
"RCC4-9_None_M2 macrophage (CD163)_Tumor"	"RCC4-9"	"None"	"M2 macrophage (CD163)"	"Tumor"
"RCC4-9_None_Mast cell_Tumor"	"RCC4-9"	"None"	"Mast cell"	"Tumor"
"RCC4-9_None_Myeloid DC_Tumor"	"RCC4-9"	"None"	"Myeloid DC"	"Tumor"
"RCC4-9_None_Myofibroblast_Tumor"	"RCC4-9"	"None"	"Myofibroblast"	"Tumor"
"RCC4-9_None_Naive B cell_Tumor"	"RCC4-9"	"None"	"Naive B cell"	"Tumor"
"RCC4-9_None_Naive T cell_Tumor"	"RCC4-9"	"None"	"Naive T cell"	"Tumor"
"RCC4-9_None_Neutrophil_Tumor"	"RCC4-9"	"None"	"Neutrophil"	"Tumor"
"RCC4-9_None_NK cell_Tumor"	"RCC4-9"	"None"	"NK cell"	"Tumor"
"RCC4-9_None_Non-classical monocyte_Tumor"	"RCC4-9"	"None"	"Non-classical monocyte"	"Tumor"
"RCC4-9_None_Plasmacytoid dendritic cell_Tumor"	"RCC4-9"	"None"	"Plasmacytoid dendritic cell"	"Tumor"
"RCC4-9_None_Podocyte_Tumor"	"RCC4-9"	"None"	"Podocyte"	"Tumor"
"RCC4-9_None_Principal cell_Tumor"	"RCC4-9"	"None"	"Principal cell"	"Tumor"
"RCC4-9_None_Proximal tubule_Tumor"	"RCC4-9"	"None"	"Proximal tubule"	"Tumor"
"RCC4-9_None_Regulatory T cell_Tumor"	"RCC4-9"	"None"	"Regulatory T cell"	"Tumor"
"RCC4-9_None_Tumor_Tumor"	"RCC4-9"	"None"	"Tumor"	"Tumor"
"RCC4-9_None_Vasa recta endothelium_Tumor"	"RCC4-9"	"None"	"Vasa recta endothelium"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_B cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"B cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Capillary endothelium_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Capillary endothelium"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_CD8 T cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"CD8 T cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Collecting duct cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Collecting duct cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Epithelial progenitor cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Epithelial progenitor cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Fibroblast_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Fibroblast"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_gdT cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"gdT cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_M1 Macrophage (STAT1)_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_M2 macrophage (CD163)_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"M2 macrophage (CD163)"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Mast cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Mast cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Myeloid DC_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Myeloid DC"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Myofibroblast_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Myofibroblast"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Naive B cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Naive B cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Naive CD4 T cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Naive CD4 T cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Naive T cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Naive T cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Neutrophil_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Neutrophil"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_NK cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"NK cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Plasmacytoid dendritic cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Plasmacytoid dendritic cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Proximal tubule_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Proximal tubule"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Regulatory T cell_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Regulatory T cell"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Tumor_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Tumor"	"Tumor"
"RCC5-1_Pembrolizumab and Axitnib_Vasa recta endothelium_Tumor"	"RCC5-1"	"Pembrolizumab and Axitnib"	"Vasa recta endothelium"	"Tumor"
"RCC5-10_None_B cell_Stroma"	"RCC5-10"	"None"	"B cell"	"Stroma"
"RCC5-10_None_Capillary endothelium_Stroma"	"RCC5-10"	"None"	"Capillary endothelium"	"Stroma"
"RCC5-10_None_CD8 T cell_Stroma"	"RCC5-10"	"None"	"CD8 T cell"	"Stroma"
"RCC5-10_None_Collecting duct cell_Stroma"	"RCC5-10"	"None"	"Collecting duct cell"	"Stroma"
"RCC5-10_None_Epithelial progenitor cell_Stroma"	"RCC5-10"	"None"	"Epithelial progenitor cell"	"Stroma"
"RCC5-10_None_Fibroblast_Stroma"	"RCC5-10"	"None"	"Fibroblast"	"Stroma"
"RCC5-10_None_gdT cell_Stroma"	"RCC5-10"	"None"	"gdT cell"	"Stroma"
"RCC5-10_None_Intermediate monocyte_Stroma"	"RCC5-10"	"None"	"Intermediate monocyte"	"Stroma"
"RCC5-10_None_M1 Macrophage (STAT1)_Stroma"	"RCC5-10"	"None"	"M1 Macrophage (STAT1)"	"Stroma"
"RCC5-10_None_M2 macrophage (CD163)_Stroma"	"RCC5-10"	"None"	"M2 macrophage (CD163)"	"Stroma"
"RCC5-10_None_Myeloid DC_Stroma"	"RCC5-10"	"None"	"Myeloid DC"	"Stroma"
"RCC5-10_None_Myofibroblast_Stroma"	"RCC5-10"	"None"	"Myofibroblast"	"Stroma"
"RCC5-10_None_Naive B cell_Stroma"	"RCC5-10"	"None"	"Naive B cell"	"Stroma"
"RCC5-10_None_Naive CD4 T cell_Stroma"	"RCC5-10"	"None"	"Naive CD4 T cell"	"Stroma"
"RCC5-10_None_Naive T cell_Stroma"	"RCC5-10"	"None"	"Naive T cell"	"Stroma"
"RCC5-10_None_Neutrophil_Stroma"	"RCC5-10"	"None"	"Neutrophil"	"Stroma"
"RCC5-10_None_NK cell_Stroma"	"RCC5-10"	"None"	"NK cell"	"Stroma"
"RCC5-10_None_Non-classical monocyte_Stroma"	"RCC5-10"	"None"	"Non-classical monocyte"	"Stroma"
"RCC5-10_None_Plasmacytoid dendritic cell_Stroma"	"RCC5-10"	"None"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC5-10_None_Podocyte_Stroma"	"RCC5-10"	"None"	"Podocyte"	"Stroma"
"RCC5-10_None_Proximal tubule_Stroma"	"RCC5-10"	"None"	"Proximal tubule"	"Stroma"
"RCC5-10_None_Regulatory T cell_Stroma"	"RCC5-10"	"None"	"Regulatory T cell"	"Stroma"
"RCC5-10_None_Tumor_Stroma"	"RCC5-10"	"None"	"Tumor"	"Stroma"
"RCC5-10_None_Vasa recta endothelium_Stroma"	"RCC5-10"	"None"	"Vasa recta endothelium"	"Stroma"
"RCC5-11_None_B cell_Tumor"	"RCC5-11"	"None"	"B cell"	"Tumor"
"RCC5-11_None_Capillary endothelium_Tumor"	"RCC5-11"	"None"	"Capillary endothelium"	"Tumor"
"RCC5-11_None_CD8 T cell_Tumor"	"RCC5-11"	"None"	"CD8 T cell"	"Tumor"
"RCC5-11_None_Collecting duct cell_Tumor"	"RCC5-11"	"None"	"Collecting duct cell"	"Tumor"
"RCC5-11_None_Epithelial progenitor cell_Tumor"	"RCC5-11"	"None"	"Epithelial progenitor cell"	"Tumor"
"RCC5-11_None_gdT cell_Tumor"	"RCC5-11"	"None"	"gdT cell"	"Tumor"
"RCC5-11_None_Intermediate monocyte_Tumor"	"RCC5-11"	"None"	"Intermediate monocyte"	"Tumor"
"RCC5-11_None_M1 Macrophage (STAT1)_Tumor"	"RCC5-11"	"None"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC5-11_None_M2 macrophage (CD163)_Tumor"	"RCC5-11"	"None"	"M2 macrophage (CD163)"	"Tumor"
"RCC5-11_None_Myeloid DC_Tumor"	"RCC5-11"	"None"	"Myeloid DC"	"Tumor"
"RCC5-11_None_Myofibroblast_Tumor"	"RCC5-11"	"None"	"Myofibroblast"	"Tumor"
"RCC5-11_None_Neutrophil_Tumor"	"RCC5-11"	"None"	"Neutrophil"	"Tumor"
"RCC5-11_None_NK cell_Tumor"	"RCC5-11"	"None"	"NK cell"	"Tumor"
"RCC5-11_None_Pelvic epithelium_Tumor"	"RCC5-11"	"None"	"Pelvic epithelium"	"Tumor"
"RCC5-11_None_Podocyte_Tumor"	"RCC5-11"	"None"	"Podocyte"	"Tumor"
"RCC5-11_None_Possibly Mid-Rep (Misc. Cells)_Tumor"	"RCC5-11"	"None"	"Possibly Mid-Rep (Misc. Cells)"	"Tumor"
"RCC5-11_None_Proximal tubule_Tumor"	"RCC5-11"	"None"	"Proximal tubule"	"Tumor"
"RCC5-11_None_Regulatory T cell_Tumor"	"RCC5-11"	"None"	"Regulatory T cell"	"Tumor"
"RCC5-11_None_Tumor_Tumor"	"RCC5-11"	"None"	"Tumor"	"Tumor"
"RCC5-11_None_Vasa recta endothelium_Tumor"	"RCC5-11"	"None"	"Vasa recta endothelium"	"Tumor"
"RCC5-12_None_B cell_Stroma"	"RCC5-12"	"None"	"B cell"	"Stroma"
"RCC5-12_None_Capillary endothelium_Stroma"	"RCC5-12"	"None"	"Capillary endothelium"	"Stroma"
"RCC5-12_None_CD8 T cell_Stroma"	"RCC5-12"	"None"	"CD8 T cell"	"Stroma"
"RCC5-12_None_Collecting duct cell_Stroma"	"RCC5-12"	"None"	"Collecting duct cell"	"Stroma"
"RCC5-12_None_Epithelial progenitor cell_Stroma"	"RCC5-12"	"None"	"Epithelial progenitor cell"	"Stroma"
"RCC5-12_None_Fibroblast_Stroma"	"RCC5-12"	"None"	"Fibroblast"	"Stroma"
"RCC5-12_None_gdT cell_Stroma"	"RCC5-12"	"None"	"gdT cell"	"Stroma"
"RCC5-12_None_Intermediate monocyte_Stroma"	"RCC5-12"	"None"	"Intermediate monocyte"	"Stroma"
"RCC5-12_None_M1 Macrophage (STAT1)_Stroma"	"RCC5-12"	"None"	"M1 Macrophage (STAT1)"	"Stroma"
"RCC5-12_None_M2 macrophage (CD163)_Stroma"	"RCC5-12"	"None"	"M2 macrophage (CD163)"	"Stroma"
"RCC5-12_None_Mast cell_Stroma"	"RCC5-12"	"None"	"Mast cell"	"Stroma"
"RCC5-12_None_Myeloid DC_Stroma"	"RCC5-12"	"None"	"Myeloid DC"	"Stroma"
"RCC5-12_None_Myofibroblast_Stroma"	"RCC5-12"	"None"	"Myofibroblast"	"Stroma"
"RCC5-12_None_Naive B cell_Stroma"	"RCC5-12"	"None"	"Naive B cell"	"Stroma"
"RCC5-12_None_Naive CD4 T cell_Stroma"	"RCC5-12"	"None"	"Naive CD4 T cell"	"Stroma"
"RCC5-12_None_Naive T cell_Stroma"	"RCC5-12"	"None"	"Naive T cell"	"Stroma"
"RCC5-12_None_Neutrophil_Stroma"	"RCC5-12"	"None"	"Neutrophil"	"Stroma"
"RCC5-12_None_NK cell_Stroma"	"RCC5-12"	"None"	"NK cell"	"Stroma"
"RCC5-12_None_Non-classical monocyte_Stroma"	"RCC5-12"	"None"	"Non-classical monocyte"	"Stroma"
"RCC5-12_None_Pelvic epithelium_Stroma"	"RCC5-12"	"None"	"Pelvic epithelium"	"Stroma"
"RCC5-12_None_Plasmacytoid dendritic cell_Stroma"	"RCC5-12"	"None"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC5-12_None_Proximal tubule_Stroma"	"RCC5-12"	"None"	"Proximal tubule"	"Stroma"
"RCC5-12_None_Regulatory T cell_Stroma"	"RCC5-12"	"None"	"Regulatory T cell"	"Stroma"
"RCC5-12_None_Tumor_Stroma"	"RCC5-12"	"None"	"Tumor"	"Stroma"
"RCC5-12_None_Vasa recta endothelium_Stroma"	"RCC5-12"	"None"	"Vasa recta endothelium"	"Stroma"
"RCC5-13_None_Proximal tubule_Tumor"	"RCC5-13"	"None"	"Proximal tubule"	"Tumor"
"RCC5-14_None_B cell_Stroma"	"RCC5-14"	"None"	"B cell"	"Stroma"
"RCC5-14_None_Capillary endothelium_Stroma"	"RCC5-14"	"None"	"Capillary endothelium"	"Stroma"
"RCC5-14_None_CD8 T cell_Stroma"	"RCC5-14"	"None"	"CD8 T cell"	"Stroma"
"RCC5-14_None_Collecting duct cell_Stroma"	"RCC5-14"	"None"	"Collecting duct cell"	"Stroma"
"RCC5-14_None_Epithelial progenitor cell_Stroma"	"RCC5-14"	"None"	"Epithelial progenitor cell"	"Stroma"
"RCC5-14_None_Fibroblast_Stroma"	"RCC5-14"	"None"	"Fibroblast"	"Stroma"
"RCC5-14_None_Intercalated Cell_Stroma"	"RCC5-14"	"None"	"Intercalated Cell"	"Stroma"
"RCC5-14_None_M2 macrophage (CD163)_Stroma"	"RCC5-14"	"None"	"M2 macrophage (CD163)"	"Stroma"
